name,sportId,typeId,marketName,type,enabled,minOdds,maxOdds,addedSpread,primaryBookmaker,secondaryBookmaker,percentageDiffForLines
NCAAF,1,10211,2nd Quarter Team Total,Total,true,0.95,0.05,3,,,
NCAAF,1,10212,2nd Quarter Team Total,Total,true,0.95,0.05,3,,,
NCAAF,1,10311,3rd Quarter Team Total,Total,true,0.95,0.05,3,,,
NCAAF,1,10312,3rd Quarter Team Total,Total,true,0.95,0.05,3,,,
NCAAF,1,10411,4th Quarter Team Total,Total,true,0.95,0.05,3,,,
NCAAF,1,10412,4th Quarter Team Total,Total,true,0.95,0.05,3,,,
NCAAF,1,10131,Will There Be Overtime,Both Teams To Score,true,0.95,0.05,3,,,
NFL,2,0,Moneyline,Moneyline,true,0.95,0.05,1,,,
NFL,2,10001,Point Spread,Spread,true,0.8,0.2,1,,,
NFL,2,10002,Total Points,Total,true,0.8,0.2,1,,,
NFL,2,10017,Team Total,Total,true,0.8,0.2,1,,,
NFL,2,10018,Team Total,Total,true,0.8,0.2,1,,,
NFL,2,10031,1st Quarter Total Points,Total,true,0.95,0.05,1,,,
NFL,2,10032,2nd Quarter Total Points,Total,true,0.95,0.05,1,,,
NFL,2,10033,3rd Quarter Total Points,Total,true,0.95,0.05,1,,,
NFL,2,10034,4th Quarter Total Points,Total,true,0.95,0.05,1,,,
NFL,2,10041,1st Quarter Point Spread,Spread,true,0.95,0.05,1,,,
NFL,2,10042,2nd Quarter Point Spread,Spread,true,0.95,0.05,1,,,
NFL,2,10043,3rd Quarter Point Spread,Spread,true,0.95,0.05,1,,,
NFL,2,10044,4th Quarter Point Spread,Spread,true,0.95,0.05,1,,,
NFL,2,10071,1st Half Point Spread,Spread,true,0.95,0.05,1,,,
NFL,2,10072,2nd Half Point Spread,Spread,true,0.95,0.05,1,,,
NFL,2,10061,1st Half Total Points,Total,true,0.95,0.05,1,,,
NFL,2,10062,2nd Half Total Points,Total,true,0.95,0.05,1,,,
NFL,2,10021,1st Quarter Moneyline,Moneyline,true,0.99,0.01,1,,,
NFL,2,10022,2nd Quarter Moneyline,Moneyline,true,0.99,0.01,1,,,
NFL,2,10023,3rd Quarter Moneyline,Moneyline,true,0.99,0.01,1,,,
NFL,2,10024,4th Quarter Moneyline,Moneyline,true,0.99,0.01,1,,,
NFL,2,10051,1st Half Moneyline,Moneyline,true,0.99,0.01,1,,,
NFL,2,10052,2nd Half Moneyline,Moneyline,true,0.99,0.01,1,,,
NFL,2,10111,1st Quarter Team Total,Total,true,0.95,0.05,2,,,
NFL,2,10112,1st Quarter Team Total,Total,true,0.95,0.05,2,,,
NFL,2,10211,2nd Quarter Team Total,Total,true,0.95,0.05,2,,,
NFL,2,10212,2nd Quarter Team Total,Total,true,0.95,0.05,2,,,
NFL,2,10311,3rd Quarter Team Total,Total,true,0.95,0.05,2,,,
NFL,2,10312,3rd Quarter Team Total,Total,true,0.95,0.05,2,,,
NFL,2,10411,4th Quarter Team Total,Total,true,0.95,0.05,2,,,
NFL,2,10412,4th Quarter Team Total,Total,true,0.95,0.05,2,,,
NFL,2,10131,Will There Be Overtime,Both Teams To Score,true,0.95,0.05,1,,,
NFL,2,11051,Player Passing Yards,Total,true,0.95,0.05,2,superbet,,
NFL,2,11052,Player Passing Touchdowns,Total,true,0.95,0.05,2,superbet,,
NFL,2,11053,Player Rushing Yards,Total,true,0.95,0.05,2,superbet,,
NFL,2,11055,Anytime Touchdown Scorer,Total,true,0.95,0.05,2,superbet,,
NFL,2,11057,Player Receiving Yards,Total,true,0.95,0.05,2,superbet,,
NFL,2,11058,Player Receptions,Total,true,0.95,0.05,2,superbet,,
NFL,2,11202,Player Interceptions,Total,true,0.95,0.05,2,superbet,,
NFL,2,11203,Player Kicking Points,Total,true,0.95,0.05,2,superbet,,
NFL,2,11204,Player Passing Attempts,Total,true,0.95,0.05,2,superbet,,
NFL,2,11205,Player Passing Completions,Total,true,0.95,0.05,2,superbet,,
NFL,2,11207,Player Sacks,Total,true,0.95,0.05,2,superbet,,
NFL,2,11209,Player Rushing + Receiving Yards,Total,true,0.95,0.05,2,superbet,,
NFL,2,11208,Player Passing + Rushing Yards,Total,true,0.95,0.05,2,superbet,,
NFL,2,11210,Player Longest Reception,Total,true,0.95,0.05,2,superbet,,
NFL,2,11211,Player Extra Points Made,Total,true,0.95,0.05,2,superbet,,
NFL,2,11212,Player Tackles,Total,true,0.95,0.05,2,superbet,,
NFL,2,11241,Player Longest Rush,Total,true,0.95,0.05,2,superbet,,
NFL,2,11258,Player Field Goals Made,Total,true,0.95,0.05,2,superbet,,
NFL,2,11296,Player Rushing Attempts,Total,true,0.95,0.05,2,superbet,,
NFL,2,11297,Player Longest Passing Completion,Total,true,0.95,0.05,2,superbet,,
MLB,3,0,Moneyline,Moneyline,true,0.95,0.05,1,,,
MLB,3,10001,Run Line,Spread,true,0.75,0.25,1,,,
MLB,3,10002,Total Runs,Total,true,0.95,0.05,2,,,
MLB,3,10021,1st Inning Moneyline 3-Way,Moneyline,true,0.95,0.05,1,,,
MLB,3,10031,1st Inning Total Runs,Total,true,0.95,0.05,3,,,
MLB,3,10041,1st Inning Run Line,Spread,true,0.95,0.05,1,,,
MLB,3,10022,2nd Inning Moneyline 3-Way,Moneyline,true,0.95,0.05,1,,,
MLB,3,10032,2nd Inning Total Runs,Total,true,0.95,0.05,3,,,
MLB,3,10042,2nd Inning Run Line,Spread,true,0.95,0.05,1,,,
MLB,3,10023,3rd Inning Moneyline 3-Way,Moneyline,true,0.95,0.05,1,,,
MLB,3,10033,3rd Inning Total Runs,Total,true,0.95,0.05,3,,,
MLB,3,10043,3rd Inning Run Line,Spread,true,0.95,0.05,1,,,
MLB,3,10024,4th Inning Moneyline 3-Way,Moneyline,true,0.95,0.05,1,,,
MLB,3,10034,4th Inning Total Runs,Total,true,0.95,0.05,3,,,
MLB,3,10044,4th Inning Run Line,Spread,true,0.95,0.05,1,,,
MLB,3,10025,5th Inning Moneyline 3-Way,Moneyline,true,0.95,0.05,1,,,
MLB,3,10035,5th Inning Total Runs,Total,true,0.95,0.05,3,,,
MLB,3,10045,5th Inning Run Line,Spread,true,0.95,0.05,1,,,
MLB,3,10026,6th Inning Moneyline 3-Way,Moneyline,true,0.95,0.05,1,,,
MLB,3,10036,6th Inning Total Runs,Total,true,0.95,0.05,3,,,
MLB,3,10046,6th Inning Run Line,Spread,true,0.95,0.05,1,,,
MLB,3,10027,7th Inning Moneyline 3-Way,Moneyline,true,0.95,0.05,1,,,
MLB,3,10037,7th Inning Total Runs,Total,true,0.95,0.05,3,,,
MLB,3,10047,7th Inning Run Line,Spread,true,0.95,0.05,1,,,
MLB,3,10028,8th Inning Moneyline 3-Way,Moneyline,true,0.95,0.05,1,,,
MLB,3,10038,8th Inning Total Runs,Total,true,0.95,0.05,3,,,
MLB,3,10048,8th Inning Run Line,Spread,true,0.95,0.05,1,,,
MLB,3,10170,1st 3 Innings Moneyline,Moneyline,true,0.9,0.1,1,,,
MLB,3,10171,1st 3 Innings Total Runs,Total,true,0.9,0.1,3,,,
MLB,3,10172,1st 3 Innings Run Line,Spread,true,0.99,0.01,1,,,
MLB,3,10071,1st Half Run Line,Spread,true,0.9,0.1,1,,,
MLB,3,10061,1st Half Total Runs,Total,true,0.9,0.1,2,,,
MLB,3,10051,1st Half Moneyline,Moneyline,true,0.99,0.01,1,,,
MLB,3,10170,1st 7 Innings Moneyline,Moneyline,true,0.9,0.1,1,,,
MLB,3,10171,1st 7 Innings Total Runs,Total,true,0.9,0.1,3,,,
MLB,3,10172,1st 7 Innings Run Line,Spread,true,0.99,0.01,1,,,
MLB,3,10111,1st Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10112,1st Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10211,2nd Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10212,2nd Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10311,3rd Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10312,3rd Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10411,4th Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10412,4th Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10511,5th Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10512,5th Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10611,6th Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10612,6th Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10711,7th Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10712,7th Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10811,8th Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10812,8th Inning Team Total,Total,true,0.95,0.05,3,,,
MLB,3,10173,1st 3 Innings Team Total,Spread,true,0.95,0.05,3,,,
MLB,3,10174,1st 3 Innings Team Total,Spread,true,0.95,0.05,3,,,
MLB,3,10173,1st 7 Innings Team Total,Spread,true,0.95,0.05,3,,,
MLB,3,10174,1st 7 Innings Team Total,Spread,true,0.95,0.05,3,,,
MLB,3,10131,Will There Be Overtime,Both Teams To Score,true,0.95,0.05,1,,,
MLB,3,10163,1st Inning Correct Score,Correct Score,true,0.99,0.01,2,,,
MLB,3,10164,2nd Inning Correct Score,Correct Score,true,0.99,0.01,2,,,
MLB,3,10165,3rd Inning Correct Score,Correct Score,true,0.99,0.01,2,,,
MLB,3,10166,4th Inning Correct Score,Correct Score,true,0.99,0.01,2,,,
MLB,3,10167,5th Inning Correct Score,Correct Score,true,0.99,0.01,2,,,
MLB,3,10168,6th Inning Correct Score,Correct Score,true,0.99,0.01,2,,,
MLB,3,10169,7th Inning Correct Score,Correct Score,true,0.99,0.01,2,,,
MLB,3,10197,8th Inning Correct Score,Correct Score,true,0.99,0.01,2,,,
MLB,3,10198,9th Inning Correct Score,Correct Score,true,0.99,0.01,2,,,
NBA,4,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
NBA,4,10001,Point Spread,Spread,true,0.95,0.05,0,,,10
NBA,4,10002,Total Points,Total,true,0.95,0.05,0,,,10
NBA,4,10017,Team Total,Total,true,0.95,0.05,0,,,10
NBA,4,10018,Team Total,Total,true,0.95,0.05,0,,,10
NBA,4,10031,1st Quarter Total Points,Total,true,0.95,0.05,0,,,10
NBA,4,10032,2nd Quarter Total Points,Total,true,0.95,0.05,0,,,10
NBA,4,10033,3rd Quarter Total Points,Total,true,0.95,0.05,0,,,10
NBA,4,10034,4th Quarter Total Points,Total,true,0.95,0.05,0,,,10
NBA,4,10041,1st Quarter Point Spread,Spread,true,0.95,0.05,0,,,10
NBA,4,10042,2nd Quarter Point Spread,Spread,true,0.95,0.05,0,,,10
NBA,4,10043,3rd Quarter Point Spread,Spread,true,0.95,0.05,0,,,10
NBA,4,10044,4th Quarter Point Spread,Spread,true,0.95,0.05,0,,,10
NBA,4,10071,1st Half Point Spread,Spread,true,0.95,0.05,0,,,10
NBA,4,10072,2nd Half Point Spread,Spread,true,0.95,0.05,0,,,10
NBA,4,10061,1st Half Total Points,Total,true,0.95,0.05,0,,,10
NBA,4,10062,2nd Half Total Points,Total,true,0.95,0.05,0,,,10
NBA,4,10021,1st Quarter Moneyline,Moneyline,true,0.99,0.01,0,,,
NBA,4,10022,2nd Quarter Moneyline,Moneyline,true,0.99,0.01,0,,,
NBA,4,10023,3rd Quarter Moneyline,Moneyline,true,0.99,0.01,0,,,
NBA,4,10024,4th Quarter Moneyline,Moneyline,true,0.99,0.01,0,,,
NBA,4,10051,1st Half Moneyline,Moneyline,true,0.99,0.01,0,,,
NBA,4,10052,2nd Half Moneyline,Moneyline,true,0.99,0.01,0,,,
NBA,4,10111,1st Quarter Team Total,Total,true,0.95,0.05,0,,,10
NBA,4,10112,1st Quarter Team Total,Total,true,0.95,0.05,0,,,10
NBA,4,10211,2nd Quarter Team Total,Total,true,0.95,0.05,0,,,10
NBA,4,10212,2nd Quarter Team Total,Total,true,0.95,0.05,0,,,10
NBA,4,10311,3rd Quarter Team Total,Total,true,0.95,0.05,0,,,10
NBA,4,10312,3rd Quarter Team Total,Total,true,0.95,0.05,0,,,10
NBA,4,10411,4th Quarter Team Total,Total,true,0.95,0.05,0,,,10
NBA,4,10412,4th Quarter Team Total,Total,true,0.95,0.05,0,,,10
NBA,4,10131,Will There Be Overtime,Both Teams To Score,true,0.95,0.05,0,,,
NBA,4,11029,Player Points,Total,true,0.95,0.05,2,blue book,betmgm,10
NBA,4,11039,Player Assists,Total,true,0.95,0.05,2,blue book,betmgm,10
NBA,4,11035,Player Rebounds,Total,true,0.95,0.05,2,blue book,betmgm,10
NBA,4,11038,Player Made Threes,Total,true,0.95,0.05,2,blue book,betmgm,10
NCAAB,5,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
NCAAB,5,10001,Point Spread,Spread,true,0.95,0.05,0,,,
NCAAB,5,10002,Total Points,Total,true,0.95,0.05,0,,,
NCAAB,5,10017,Team Total,Total,true,0.95,0.05,0,,,
NCAAB,5,10018,Team Total,Total,true,0.95,0.05,0,,,
NCAAB,5,10071,1st Half Point Spread,Spread,true,0.95,0.05,0,,,
NCAAB,5,10072,2nd Half Point Spread,Spread,true,0.95,0.05,0,,,
NCAAB,5,10061,1st Half Total Points,Total,true,0.95,0.05,0,,,
NCAAB,5,10062,2nd Half Total Points,Total,true,0.95,0.05,0,,,
NCAAB,5,10051,1st Half Moneyline,Moneyline,true,0.99,0.01,0,,,
NCAAB,5,10052,2nd Half Moneyline,Moneyline,true,0.99,0.01,0,,,
NCAAB,5,10111,1st Half Team Total,Total,true,0.95,0.05,0,,,
NCAAB,5,10112,1st Half Team Total,Total,true,0.95,0.05,0,,,
NCAAB,5,10211,2nd Half Team Total,Total,true,0.95,0.05,0,,,
NCAAB,5,10212,2nd Half Team Total,Total,true,0.95,0.05,0,,,
NCAAB,5,10131,Will There Be Overtime,Both Teams To Score,true,0.95,0.05,0,,,
NHL,6,0,Moneyline,Moneyline,true,0.95,0.05,1,,,
NHL,6,10011,Moneyline 3-Way,Moneyline,true,0.95,0.05,1,,,
NHL,6,10001,Puck Line,Spread,true,0.95,0.05,1,,,
NHL,6,10002,Total Goals,Total,true,0.95,0.05,2,,,
NHL,6,10017,Team Total,Total,true,0.95,0.05,2,,,
NHL,6,10018,Team Total,Total,true,0.95,0.05,2,,,
NHL,6,10031,1st Period Total Goals,Total,true,0.95,0.05,2,,,
NHL,6,10032,2nd Period Total Goals,Total,true,0.95,0.05,2,,,
NHL,6,10033,3rd Period Total Goals,Total,true,0.95,0.05,2,,,
NHL,6,10041,1st Period Puck Line,Spread,true,0.95,0.05,1,,,
NHL,6,10042,2nd Period Puck Line,Spread,true,0.95,0.05,1,,,
NHL,6,10043,3rd Period Puck Line,Spread,true,0.95,0.05,1,,,
NHL,6,10021,1st Period Moneyline 3-Way,Moneyline,true,0.99,0.01,1,,,
NHL,6,10022,2nd Period Moneyline 3-Way,Moneyline,true,0.99,0.01,1,,,
NHL,6,10023,3rd Period Moneyline 3-Way,Moneyline,true,0.99,0.01,1,,,
NHL,6,10111,1st Period Team Total,Total,true,0.95,0.05,2,,,
NHL,6,10112,1st Period Team Total,Total,true,0.95,0.05,2,,,
NHL,6,10211,2nd Period Team Total,Total,true,0.95,0.05,2,,,
NHL,6,10212,2nd Period Team Total,Total,true,0.95,0.05,2,,,
NHL,6,10311,3rd Period Team Total,Total,true,0.95,0.05,2,,,
NHL,6,10312,3rd Period Team Total,Total,true,0.95,0.05,2,,,
NHL,6,10131,Will There Be Overtime,Both Teams To Score,true,0.95,0.05,1,,,
NHL,6,10100,Correct Score,Correct Score,true,0.99,0.01,2,,,
NHL,6,10163,1st Period Correct Score,Correct Score,true,0.99,0.01,2,,,
NHL,6,10164,2nd Period Correct Score,Correct Score,true,0.99,0.01,2,,,
NHL,6,10165,3rd Period Correct Score,Correct Score,true,0.99,0.01,2,,,
NHL,6,10166,4th Period Correct Score,Correct Score,true,0.99,0.01,2,,,
NHL,6,10167,5th Period Correct Score,Correct Score,true,0.99,0.01,2,,,
NHL,6,11029,Player Points,Total,true,0.95,0.05,2,fanduel,,
NHL,6,11039,Player Assists,Total,true,0.95,0.05,2,fanduel,,
NHL,6,11097,Player Shots On Goal,Total,true,0.95,0.05,2,fanduel,,
NHL,6,11100,Player Goals,Total,true,0.95,0.05,2,fanduel,,
NHL,6,11245,Player Blocked Shots,Total,true,0.95,0.05,2,fanduel,,
NHL,6,11301,Player Saves,Total,true,0.95,0.05,2,fanduel,,
IIHF - World Championship,33,0,Moneyline,Moneyline,true,0.95,0.05,1,,,
IIHF - World Championship,33,10011,Moneyline 3-Way,Moneyline,true,0.95,0.05,1,,,
IIHF - World Championship,33,10001,Puck Line,Spread,true,0.95,0.05,1,,,
IIHF - World Championship,33,10002,Total Goals,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10017,Team Total,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10018,Team Total,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10031,1st Period Total Goals,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10032,2nd Period Total Goals,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10033,3rd Period Total Goals,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10041,1st Period Puck Line,Spread,true,0.95,0.05,1,,,
IIHF - World Championship,33,10042,2nd Period Puck Line,Spread,true,0.95,0.05,1,,,
IIHF - World Championship,33,10043,3rd Period Puck Line,Spread,true,0.95,0.05,1,,,
IIHF - World Championship,33,10021,1st Period Moneyline 3-Way,Moneyline,true,0.99,0.01,1,,,
IIHF - World Championship,33,10022,2nd Period Moneyline 3-Way,Moneyline,true,0.99,0.01,1,,,
IIHF - World Championship,33,10023,3rd Period Moneyline 3-Way,Moneyline,true,0.99,0.01,1,,,
IIHF - World Championship,33,10111,1st Period Team Total,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10112,1st Period Team Total,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10211,2nd Period Team Total,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10212,2nd Period Team Total,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10311,3rd Period Team Total,Total,true,0.95,0.05,2,,,
IIHF - World Championship,33,10312,3rd Period Team Total,Total,true,0.95,0.05,2,,,
KHL,321,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
KHL,321,10001,Puck Line,Spread,true,0.95,0.05,0,,,
KHL,321,10002,Total Goals,Total,true,0.95,0.05,0,,,
KHL,321,10002,Total Goals,Total,true,0.95,0.05,0,,,
KHL,321,10017,Team Total,Total,true,0.95,0.05,0,,,
KHL,321,10018,Team Total,Total,true,0.95,0.05,0,,,
KHL,321,10031,1st Period Total Goals,Total,true,0.95,0.05,0,,,
KHL,321,10032,2nd Period Total Goals,Total,true,0.95,0.05,0,,,
KHL,321,10033,3rd Period Total Goals,Total,true,0.95,0.05,0,,,
KHL,321,10041,1st Period Puck Line,Spread,true,0.95,0.05,0,,,
KHL,321,10042,2nd Period Puck Line,Spread,true,0.95,0.05,0,,,
KHL,321,10043,3rd Period Puck Line,Spread,true,0.95,0.05,0,,,
KHL,321,10021,1st Period Moneyline 3-Way,Moneyline,true,0.99,0.01,0,,,
KHL,321,10022,2nd Period Moneyline 3-Way,Moneyline,true,0.99,0.01,0,,,
KHL,321,10023,3rd Period Moneyline 3-Way,Moneyline,true,0.99,0.01,0,,,
KHL,321,10111,1st Period Team Total,Total,true,0.95,0.05,0,,,
KHL,321,10112,1st Period Team Total,Total,true,0.95,0.05,0,,,
KHL,321,10211,2nd Period Team Total,Total,true,0.95,0.05,0,,,
KHL,321,10212,2nd Period Team Total,Total,true,0.95,0.05,0,,,
KHL,321,10311,3rd Period Team Total,Total,true,0.95,0.05,0,,,
KHL,321,10312,3rd Period Team Total,Total,true,0.95,0.05,0,,,
KHL,321,10131,Will There Be Overtime,Both Teams To Score,true,0.95,0.05,0,,,
KHL,321,10100,Correct Score,Correct Score,true,0.99,0.01,0,,,
KHL,321,10163,1st Period Correct Score,Correct Score,true,0.99,0.01,0,,,
KHL,321,10164,2nd Period Correct Score,Correct Score,true,0.99,0.01,0,,,
KHL,321,10165,3rd Period Correct Score,Correct Score,true,0.99,0.01,0,,,
KHL,321,10101,1st Period Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,,
KHL,321,10102,2nd Period Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,,
KHL,321,10103,3rd Period Both Teams To Score,Both Teams To Score,true,0.95,0.05,0,,,
USA - AHL,328,10002,Total Goals,Total,true,0.95,0.05,2,,,
USA - AHL,328,10017,Team Total,Total,true,0.95,0.05,2,,,
USA - AHL,328,10018,Team Total,Total,true,0.95,0.05,2,,,
USA - AHL,328,10031,1st Period Total Goals,Total,true,0.95,0.05,2,,,
USA - AHL,328,10032,2nd Period Total Goals,Total,true,0.95,0.05,2,,,
USA - AHL,328,10033,3rd Period Total Goals,Total,true,0.95,0.05,2,,,
USA - AHL,328,10041,1st Period Puck Line,Spread,true,0.95,0.05,1,,,
USA - AHL,328,10042,2nd Period Puck Line,Spread,true,0.95,0.05,1,,,
USA - AHL,328,10043,3rd Period Puck Line,Spread,true,0.95,0.05,1,,,
USA - AHL,328,10021,1st Period Moneyline 3-Way,Moneyline,true,0.99,0.01,1,,,
USA - AHL,328,10022,2nd Period Moneyline 3-Way,Moneyline,true,0.99,0.01,1,,,
USA - AHL,328,10023,3rd Period Moneyline 3-Way,Moneyline,true,0.99,0.01,1,,,
USA - AHL,328,10111,1st Period Team Total,Total,true,0.95,0.05,2,,,
USA - AHL,328,10112,1st Period Team Total,Total,true,0.95,0.05,2,,,
USA - AHL,328,10211,2nd Period Team Total,Total,true,0.95,0.05,2,,,
USA - AHL,328,10212,2nd Period Team Total,Total,true,0.95,0.05,2,,,
USA - AHL,328,10311,3rd Period Team Total,Total,true,0.95,0.05,2,,,
USA - AHL,328,10312,3rd Period Team Total,Total,true,0.95,0.05,2,,,
USA - AHL,328,10131,Will There Be Overtime,Both Teams To Score,true,0.95,0.05,1,,,
USA - AHL,328,10100,Correct Score,Correct Score,true,0.99,0.01,2,,,
USA - AHL,328,10163,1st Period Correct Score,Correct Score,true,0.99,0.01,2,,,
USA - AHL,328,10164,2nd Period Correct Score,Correct Score,true,0.99,0.01,2,,,
USA - AHL,328,10165,3rd Period Correct Score,Correct Score,true,0.99,0.01,2,,,
USA - AHL,328,10166,4th Period Correct Score,Correct Score,true,0.99,0.01,2,,,
USA - AHL,328,10167,5th Period Correct Score,Correct Score,true,0.99,0.01,2,,,
USA - AHL,328,10101,1st Period Both Teams To Score,Both Teams To Score,true,0.95,0.05,1,,,
USA - AHL,328,10102,2nd Period Both Teams To Score,Both Teams To Score,true,0.95,0.05,1,,,
USA - AHL,328,10103,3rd Period Both Teams To Score,Both Teams To Score,true,0.95,0.05,1,,,
WNBA,8,0,Moneyline,Moneyline,true,0.95,0.05,1,,,
WNBA,8,10001,Point Spread,Spread,true,0.95,0.05,2,,,
WNBA,8,10002,Total Points,Total,true,0.95,0.05,3,,,
WNBA,8,10017,Team Total,Total,true,0.95,0.05,2,,,
WNBA,8,10018,Team Total,Total,true,0.95,0.05,2,,,
WNBA,8,10031,1st Quarter Total Points,Total,true,0.95,0.05,2,,,
WNBA,8,10032,2nd Quarter Total Points,Total,true,0.95,0.05,2,,,
WNBA,8,10033,3rd Quarter Total Points,Total,true,0.95,0.05,2,,,
WNBA,8,10034,4th Quarter Total Points,Total,true,0.95,0.05,2,,,
WNBA,8,10041,1st Quarter Point Spread,Spread,true,0.95,0.05,2,,,
WNBA,8,10042,2nd Quarter Point Spread,Spread,true,0.95,0.05,2,,,
WNBA,8,10043,3rd Quarter Point Spread,Spread,true,0.95,0.05,2,,,
WNBA,8,10044,4th Quarter Point Spread,Spread,true,0.95,0.05,2,,,
WNBA,8,10071,1st Half Point Spread,Spread,true,0.95,0.05,2,,,
WNBA,8,10072,2nd Half Point Spread,Spread,true,0.95,0.05,2,,,
WNBA,8,10061,1st Half Total Points,Total,true,0.95,0.05,2,,,
WNBA,8,10062,2nd Half Total Points,Total,true,0.95,0.05,2,,,
WNBA,8,10021,1st Quarter Moneyline,Moneyline,true,0.99,0.01,2,,,
WNBA,8,10022,2nd Quarter Moneyline,Moneyline,true,0.99,0.01,2,,,
WNBA,8,10023,3rd Quarter Moneyline,Moneyline,true,0.99,0.01,2,,,
WNBA,8,10024,4th Quarter Moneyline,Moneyline,true,0.99,0.01,2,,,
WNBA,8,10051,1st Half Moneyline,Moneyline,true,0.99,0.01,2,,,
WNBA,8,10052,2nd Half Moneyline,Moneyline,true,0.99,0.01,2,,,
WNBA,8,10111,1st Quarter Team Total,Total,true,0.95,0.05,2,,,
WNBA,8,10112,1st Quarter Team Total,Total,true,0.95,0.05,2,,,
WNBA,8,10211,2nd Quarter Team Total,Total,true,0.95,0.05,2,,,
WNBA,8,10212,2nd Quarter Team Total,Total,true,0.95,0.05,2,,,
WNBA,8,10311,3rd Quarter Team Total,Total,true,0.95,0.05,2,,,
WNBA,8,10312,3rd Quarter Team Total,Total,true,0.95,0.05,2,,,
WNBA,8,10411,4th Quarter Team Total,Total,true,0.95,0.05,2,,,
WNBA,8,10412,4th Quarter Team Total,Total,true,0.95,0.05,2,,,
WNBA,8,10131,Will There Be Overtime,Both Teams To Score,true,0.95,0.05,1,,,
WTA Events,152,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
