# league name,internal sport id,max cap per sport,max cap per child markets,main spread markets id10001,main totals markets id10002,main double chance markets id10003,first period secondary moneyline total spread ids10051 10061 10071,soccer corners and cards markets spreads totals team and most cards ids10221to10246,basketball team totals steals blocks assists threes plus player shooting volume props ids10268to10273 and11255to11262,mlb batting and some pitcher props home runs hits rbis singles doubles walks runs outs and walks allowed ids11010 11012 11213to11223,mlb pitcher bases strikeouts hits allowed and earned runs props ids11011 11019 11047 11216,basketball player points props id11029,basketball player rebounds and made threes props ids11035 11038,basketball player assists props id11039,nfl passing rushing receiving touchdowns and kicking props including longest plays ids11049 11051 11052 11053 11055 11056 11057 11058 11060 11202to11211 11241 11296 11297,soccer or hockey anytime player goal scored props id11086,basketball combo stat props double double triple double pras ras steals and turnovers plus blocks ids11087 11088 11098 11225to11229 11246,shots recorded props typically hockey id11097,player total goals props soccer or hockey id11100,nfl defensive tackles props id11212,basketball steals plus blocks combo props id11230,tennis player serve and break props aces break points double faults ids11231 11232 11240,soccer player shots on target props id11238,soccer player total shots props id11239,player fouls committed props basketball or soccer id11259,esports player kills assists deaths and headshots by map and series ids11263to11293,esports game props 10320 to 10504,soccer player fouls drawn and offsides props ids11298 11300,soccer goalkeeper saves props id11301,regular time markets,per sport risk multiplier,dynamic liquidity cutoff time seconds,dynamic liquidity cutoff divider
sportName,sportId,sportCap,childCap,10001,10002,10003,10051;10061;10071,10221;10222;10223;10224;10225;10226;10227;10228;10229;10230;10231;10232;10233;10234;10235;10236;10241;10242;10243;10244;10245;10246;10220;10237;10238;10239;10255;10256;10210,10268;10269;10270;10271;10272;10273;11255;11256;11257;11258;11260;11261;11262;10240;10257;10258;10259;10260;10261;10262;10263;10264,11010;11012;11213;11214;11215;11217;11218;11219;11220;11221;11222;11223,11011;11019;11047;11216,11029,11035;11038,11039,11049;11051;11052;11053;11055;11056;11057;11058;11060;11202;11203;11204;11205;11206;11207;11208;11209;11210;11211;11241;11296;11297,11086,11087;11088;11098;11225;11226;11227;11228;11229;11246,11097,11100,11212,11230,11231;11232;11240,11238,11239,11259,11263;11264;11265;11266;11267;11268;11269;11270;11271;11272;11273;11274;11275;11276;11277;11278;11279;11280;11281;11282;11283;11284;11285;11286;11287;11288;11289;11290;11291;11292;11293,10320;10321;10322;10323;10324;10325;10326;10327;10328;10329;10330;10331;10332;10333;10334;10335;10336;10337;10338;10339;10340;10341;10342;10343;10344;10345;10346;10347;10348;10349;10350;10351;10352;10353;10354;10355;10356;10357;10358;10359;10360;10361;10362;10363;10364;10365;10366;10367;10368;10369;10370;10371;10372;10373;10374;10375;10376;10377;10378;10379;10380;10381;10382;10383;10440;10441;10442;10443;10444;10445;10446;10447;10448;10449;10450;10451;10452;10453;10454;10455;10456;10457;10458;10459;10460;10461;10462;10463;10464;10465;10466;10467;10468;10469;10470;10471;10472;10473;10474;10475;10476;10477;10478;10479;10480;10481;10482;10483;10484;10485;10486;10487;10488;10489;10490;10491;10492;10493;10494;10495;10496;10497;10498;10499;10500;10501;10502;10503;10504,11298;11300,11301,10011;10013;10014,riskMultiplier,dynamicLiquidityCutoffTime,dynamicLiquidityCutoffDivider
Tennis WTA500 quarterfinals,15236,1500,0,1500,1200,0,,,0,300,300,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA500 semifinals,15237,1500,0,1500,1200,0,,,0,300,300,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA500 finals,15238,2000,0,2000,1500,0,,,0,300,300,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA250 unknown round,15240,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA250 Qualification,15241,300,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA250 1st round,15242,400,0,400,300,0,,,0,200,200,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA250 2nd round,15243,600,0,600,500,0,,,0,200,200,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA250 3rt round,15244,700,0,600,500,0,,,0,200,200,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA250 4th round,15245,800,0,700,600,0,,,0,200,200,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA250 quarterfinals,15246,900,0,800,700,0,,,0,200,200,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA250 semifinals,15247,1000,0,800,700,0,,,0,200,200,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
Tennis WTA250 finals,15248,1000,0,800,700,0,,,0,200,200,0,0,0,0,0,0,0,,0,0,150,,,0,0,0,,,0,5,86400,5000000000000000000
India - IPL,20,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
England - T20 Blast,21,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Pakistan - Super League,20305,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Australia - Big Bash League,20302,200,100,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Czech Republic - Extraliga,310,400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Finland - SM Liiga,319,600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Russia - KHL,321,600,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
IIHF - World Championship,33,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Germany - DEL,322,300,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Austria - Ice Hockey League,323,300,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Sweden - SHL,324,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Switzerland - National League,327,300,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Champions Hockey League,312,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
USA - AHL,328,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
NCAAH,311,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Canada - OHL,313,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Canada - QMJHL,314,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Canada - QMJHL,315,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Australia - NRL,9500,750,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
England - Super League,9501,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Oceania - Super Rugby,9502,750,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
International - Six Nations,9503,750,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
AFL,9510,1000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
CFL,9520,1000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
UFL,9521,300,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
England - Premier League Darts,20320,500,150,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
PDC - World Cup of Darts,20321,500,150,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
PDC - World Grand Prix,20324,500,150,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
PDC - Grand Slam Of Darts,20325,500,150,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
PDC - World Championship,20326,500,150,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
College Baseball,303,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
KBO,302,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
NPB,301,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
CPBL,304,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Mexico - LMB,306,300,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Olympics Table Tennis Women,8909,100,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Olympics Table Tennis Men,8910,100,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Czech Republic - TT Cup Men,8911,100,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Czech Republic - TT Liga Pro Men,8912,100,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Poland - TT Elite Series Men,8913,100,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
WTT Men,8914,100,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
North Macedonia - Super Liga,379,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Croatia - HB Premijer Liga,382,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
EHF - Champions League,383,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
EHF - Champions League Women,384,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
EHF - European League,385,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
EHF - European Championship,377,400,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
France - LNH Division 1,386,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Germany - HBL,387,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Hungary - HNB I,388,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Iceland - Urvalsdeild,389,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
IHF - World Championship,390,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Norway - HB 1. Divisjon,391,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Poland - Superliga,392,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Russia - Super League,393,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Serbia - Superliga,394,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Slovakia - HB Extraliga,395,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Slovenia - 1. Liga,396,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Spain - ASOBAL,397,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Sweden - Handbollsligan,398,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Olympics Volleyball Women,8893,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Olympics Volleyball Men,8894,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Argentina - Liga Argentina,20400,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Argentina - Liga Argentina Women,20401,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Austria - AVL,20402,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Austria - WVL,20403,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Belgium - Liga Dames,20404,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Belgium - Liga Heren,20405,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Brazil - Superliga,20406,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Brazil - Superliga Women,20407,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
FINA - World Championship,20870,200,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
FINA - World Championship Women,20871,100,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
CEV - Champions League,20408,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
CEV - Champions League Women,20409,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
CEV - Cup,20410,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
CEV - Cup Women,20411,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
China - CVL,20412,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
China - CVL Women,20413,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Czech Republic - VEL,20414,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Czech Republic - VEL Women,20415,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Denmark - Volleyligaen,20416,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Denmark - Volleyligaen Women,20417,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Finland - Mestaruusliiga,20418,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Finland - Mestaruusliiga Women,20419,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
FIVB - Nations League,20420,1000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
FIVB - Nations League Women,20421,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
FIVB - World Championship Women,20440,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
FIVB - World Championship,20441,1500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
France - Ligue A,20422,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
France - Ligue A Women,20423,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Germany - 1st Bundesliga,20424,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Germany - 1st Bundesliga Women,20425,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Iran - Super League,20426,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Italy - Coppa Italia A1 Women,20427,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Italy - Coppa Italia Superlega,20428,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Italy - Serie A1 Women,20429,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Italy - Superlega,20430,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Japan - League Cup,20597,800,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Japan - J2 League,20595,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Japan - Emperor Cup,20719,800,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,86400,5000000000000000000
Japan - SV League,20431,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Japan - SV League Women,20432,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
CONMEBOL - Copa Sudamericana,20720,500,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,86400,5000000000000000000
Bolivia - Division Professional,20721,500,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,86400,5000000000000000000
Venezuela - Primera Division,20722,500,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,86400,5000000000000000000
FIFA - World Cup U20,296,500,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,86400,5000000000000000000
FIFA - Arab Nations Cup,20723,800,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,86400,5000000000000000000
CAF - Africa Cup of Nations,20724,2500,500,1500,1500,1500,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,86400,5000000000000000000
Norway - NVBF,20433,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Philippines - PVL Women,20434,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,4000000000000000000
Poland - PlusLiga,20435,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Russia - Superliga,20436,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
Russia - Superliga Women,20437,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
South Korea - V League,20438,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
South Korea - V League Women,20439,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,86400,5000000000000000000
UEFA - Nations League Women,20148,500,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
ENGLAND_WOMENS_SUPER_LEAGUE,20137,400,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
ITALY_SERIE_A_FEMMINILE,20138,400,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
FRANCE_PREMIERE_LIGUE,20139,400,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
GERMANY_FRAUEN_BUNDESLIGA,20140,400,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
SPAIN_LIGA_F,20141,400,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
NETHERLANDS_VROUWEN_EREDIVISIE,20142,400,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
BELGIUM_WOMENS_SUPER_LEAGUE,20143,400,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
UEFA_CHAMPIONS_LEAGUE_WOMEN,20144,500,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
USA_NWSL,20145,400,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
AUSTRALIA_A_LEAGUE_WOMEN,20146,400,0,0,0,0,,300,0,0,0,0,0,200,0,0,0,0,200,200,0,0,200,200,200,0,0,200,200,0,0,172800,5000000000000000000
FIBA - Eurobasket,20224,1000,500,1000,1000,0,,,150,0,0,200,200,200,0,0,200,200,,0,250,0,,,150,0,0,,,0,7,86400,4000000000000000000
NCAAF - Futures,30001,3000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,10,0,0
NFL - Futures,30002,10000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,10,0,0
MLB - Futures,30003,5000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,10,0,0
NBA - Futures,30004,5000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,15,0,0
NCAAB - Futures,30005,5000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
NHL - Futures,30006,5000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,10,0,0
England - Premier League - Futures,30011,5000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
France - Ligue 1 - Futures,30012,5000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
Germany - Bundesliga - Futures,30013,5000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
Spain - La Liga - Futures,30014,5000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
Italy - Serie A - Futures,30015,5000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
UEFA - Champions League - Futures,30016,5000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
FIFA - World Cup - Futures,30022,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
CAF - Africa Cup of Nations - Futures,30724,1000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
WTA - Futures,30152,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
ATP - Futures,30156,500,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
FIBA - EuroBasket - Futures,30224,2000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
Euroleague - Futures,30399,3000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
FIFA - Club World Cup - Futures,39997,3000,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0
